06:31:00.770	2172
06:31:03.797	1153
06:31:07.851	1127
06:31:10.420	1162
06:31:12.426	1132
06:31:16.499	1125
06:31:20.605	1127
06:31:24.675	1121
06:31:28.752	1118
06:31:30.810	1129
06:31:34.888	1129
06:31:36.929	1130
06:31:41.017	1131
06:31:45.095	1131
06:31:47.131	1127
06:31:51.216	1125
06:31:55.303	1134
06:31:59.382	1133
06:32:01.457	1152
06:32:05.522	1138
06:32:09.594	1130
06:32:11.654	1146
06:32:15.730	1146
06:32:17.778	1154
06:32:19.804	1140
06:32:21.852	1143
06:32:25.936	1147
06:51:43.087	2250
06:51:46.070	1191
06:51:48.070	1151
06:51:50.112	1153
06:51:52.175	1160
06:51:54.208	1164
06:51:56.253	1169
06:51:58.274	1150
06:52:00.322	1158
06:52:02.367	1156
06:52:04.415	1166
06:52:06.445	1156
06:52:08.481	1152
06:52:10.522	1153
06:52:12.602	1154
06:52:14.629	1145
06:52:18.718	1154
06:52:20.779	1175
06:52:22.805	1154
06:52:24.850	1161
06:52:26.880	1151
06:52:28.945	1176
06:52:30.977	1168
06:52:33.023	1158
06:52:35.066	1162
06:52:37.109	1165
06:52:39.141	1157
06:52:41.174	1150
06:52:43.263	1163
06:52:45.311	1172
06:52:47.336	1157
06:52:49.375	1156
06:52:51.444	1185
06:52:53.481	1175
06:52:55.505	1161
06:52:57.544	1160
06:52:59.578	1154
06:53:01.626	1162
06:53:03.679	1168
06:53:05.703	1153
06:53:07.736	1147
06:53:09.785	1156
06:53:11.820	1151
06:53:13.879	1153
06:53:15.939	1175
06:53:17.978	1174
06:53:19.996	1152
06:53:22.047	1163
06:53:24.090	1159
06:53:26.135	1166
06:53:28.167	1158
06:53:30.202	1153
06:53:32.242	1153
06:53:34.317	1181
06:53:36.333	1159
06:53:38.379	1165
06:53:40.422	1168
06:53:42.477	1183
06:53:44.509	1168
06:53:46.542	1163
06:53:48.584	1165
06:53:50.623	1164
06:53:52.666	1167
06:53:54.725	1158
06:53:56.780	1176
06:53:58.809	1164
06:54:00.832	1148
06:54:02.887	1162
06:54:04.967	1164
06:54:07.008	1169
06:54:09.022	1143
06:54:11.094	1158
06:54:13.137	1163
06:54:15.195	1164
06:54:17.233	1164
06:54:19.263	1154
06:54:21.310	1161
06:54:25.464	1146
06:54:27.514	1160
06:54:29.544	1150
06:54:31.592	1158
06:54:33.629	1155
06:54:35.692	1161
06:54:37.722	1153
06:54:39.777	1168
06:54:43.848	1152
06:54:45.935	1164
06:54:47.970	1161
06:54:50.000	1151
06:54:52.036	1147
06:54:54.084	1155
06:54:56.136	1160
06:54:58.166	1152
06:55:00.205	1149
06:55:02.245	1151
06:55:04.302	1168
06:55:08.402	1158
06:55:10.443	1159
06:55:12.485	1161
06:55:14.518	1154
06:55:16.571	1160
06:55:18.607	1158
06:55:20.655	1166
06:55:22.709	1180
06:55:24.719	1150
06:55:26.803	1166
06:55:28.823	1149
06:55:30.873	1159
06:55:32.915	1161
06:55:34.954	1160
06:55:36.997	1156
06:55:39.042	1163
06:55:41.073	1153
06:55:43.106	1147
06:55:45.162	1163
06:55:47.197	1151
06:55:49.251	1166
06:55:51.272	1148
06:55:53.320	1156
06:55:55.360	1156
06:55:57.422	1158
06:55:59.473	1169
06:56:01.504	1160
06:56:03.528	1144
06:56:05.582	1158
06:56:09.702	1168
06:56:11.731	1157
06:56:13.773	1159
06:56:15.802	1141
06:56:17.904	1169
06:56:19.929	1155
