07:34:51.373	2294
07:34:54.299	1174
07:34:56.320	1155
07:34:58.353	1148
07:35:00.411	1152
07:35:02.452	1157
07:35:04.479	1144
07:35:06.524	1149
07:35:08.562	1147
07:35:12.659	1159
07:35:14.693	1153
07:35:16.734	1154
07:35:18.781	1161
07:35:20.814	1149
07:35:22.863	1158
07:35:24.900	1154
07:35:26.940	1155
07:35:28.986	1161
07:35:33.063	1153
07:35:37.153	1163
07:35:39.178	1148
07:35:41.224	1149
07:35:43.279	1164
07:35:45.309	1154
07:35:47.337	1142
07:35:49.391	1156
07:35:51.430	1151
07:35:53.468	1153
07:35:55.516	1161
07:35:57.557	1162
07:35:59.602	1167
07:36:01.635	1156
07:36:03.677	1162
07:36:05.704	1149
07:36:07.746	1151
07:36:09.794	1159
07:36:11.832	1150
07:36:13.885	1165
07:36:15.914	1154
07:36:18.055	1255
07:36:20.003	1163
07:36:22.083	1168
07:36:24.122	1167
07:36:26.177	1162
07:36:30.251	1156
07:36:34.334	1159
07:36:36.375	1160
07:36:38.408	1153
07:36:40.460	1165
07:36:44.526	1151
07:36:46.553	1138
07:36:48.605	1150
07:36:52.677	1138
07:36:54.720	1145
07:36:56.758	1143
07:36:58.791	1136
07:37:00.835	1140
07:37:04.953	1153
07:37:09.021	1141
07:37:11.069	1149
07:37:13.107	1142
07:37:17.191	1146
07:37:19.224	1139
07:37:21.261	1136
07:37:23.327	1147
07:37:25.354	1139
07:37:27.397	1142
07:37:31.484	1149
07:37:35.602	1157
07:37:37.625	1140
07:37:39.667	1142
07:37:41.711	1145
07:37:43.752	1142
07:37:45.795	1145
07:37:47.837	1147
07:37:49.880	1150
07:37:51.935	1165
07:37:56.039	1174
07:37:58.050	1145
07:38:00.094	1149
07:38:02.160	1155
07:38:04.205	1156
07:38:06.232	1147
07:38:08.277	1152
07:38:10.311	1146
07:38:12.353	1148
07:38:14.407	1158
07:38:16.443	1158
07:38:20.538	1172
07:38:22.571	1166
07:38:24.619	1159
07:38:26.658	1158
07:38:28.702	1162
07:38:30.733	1153
07:38:32.776	1156
07:38:34.849	1152
07:38:36.911	1176
07:38:38.935	1160
07:38:40.992	1177
07:38:45.079	1160
07:38:47.103	1148
07:38:49.167	1172
07:38:51.199	1164
07:38:53.235	1160
07:38:55.300	1151
07:38:57.337	1152
07:38:59.394	1169
07:39:01.427	1162
07:39:05.517	1168
07:39:07.546	1156
07:39:11.629	1159
07:39:15.739	1161
07:39:19.793	1138
07:39:21.834	1139
07:39:23.872	1137
07:39:25.952	1143
07:39:27.983	1138
07:39:30.026	1141
07:39:32.065	1140
07:39:34.110	1145
07:39:36.159	1140
07:39:38.204	1149
07:39:40.235	1139
07:39:44.316	1141
07:39:48.391	1131
07:39:50.429	1129
07:39:52.470	1130
07:39:54.528	1148
07:39:56.557	1133
07:39:58.605	1145
07:40:00.657	1157
07:40:04.729	1149
07:40:06.788	1163
07:40:10.863	1157
07:40:12.908	1163
07:40:14.950	1165
07:40:17.002	1151
07:40:19.044	1154
07:40:21.101	1170
07:40:25.162	1152
07:40:27.204	1149
